Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Financial_State_Rule,Pass_Ratio,Company_Label
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2021,At_Risk,0.25,TV2 - Tư vấn XD Điện 2
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2022,At_Risk,0.25,TV2 - Tư vấn XD Điện 2
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2023,High_Risk,0.0,TV2 - Tư vấn XD Điện 2
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2024,At_Risk,0.25,TV2 - Tư vấn XD Điện 2
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,At_Risk,0.25,TVT - May Việt Thắng
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,At_Risk,0.25,TVT - May Việt Thắng
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,At_Risk,0.25,TVT - May Việt Thắng
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,Stable,0.5,TVT - May Việt Thắng
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,At_Risk,0.25,TVT - May Việt Thắng
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2020,Healthy,0.75,TYA - Dây và Cáp điện Taya
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2021,At_Risk,0.25,TYA - Dây và Cáp điện Taya
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2022,Stable,0.5,TYA - Dây và Cáp điện Taya
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2023,At_Risk,0.25,TYA - Dây và Cáp điện Taya
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2024,Healthy,0.75,TYA - Dây và Cáp điện Taya
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,Healthy,0.75,UIC - Phát triển Nhà và Đô thị IDICO
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,Healthy,0.75,UIC - Phát triển Nhà và Đô thị IDICO
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,Healthy,0.75,UIC - Phát triển Nhà và Đô thị IDICO
UIC,Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,Healthy,0.75,UIC - Phát triển Nhà và Đô thị IDICO
UIC,Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Stable,0.5,UIC - Phát triển Nhà và Đô thị IDICO
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,Stable,0.5,VAF - Phân lân Văn Điển
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,At_Risk,0.25,VAF - Phân lân Văn Điển
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,Healthy,0.75,VAF - Phân lân Văn Điển
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,Stable,0.5,VAF - Phân lân Văn Điển
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,Stable,0.5,VAF - Phân lân Văn Điển
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,Healthy,0.75,VCA - Thép VICASA - VNSTEEL
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,At_Risk,0.25,VCA - Thép VICASA - VNSTEEL
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,At_Risk,0.25,VCA - Thép VICASA - VNSTEEL
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,High_Risk,0.0,VCA - Thép VICASA - VNSTEEL
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,Stable,0.5,VCA - Thép VICASA - VNSTEEL
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2020,Healthy,1.0,VCF - VinaCafé Biên Hòa
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2021,Healthy,0.75,VCF - VinaCafé Biên Hòa
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2022,Healthy,0.75,VCF - VinaCafé Biên Hòa
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2023,Healthy,0.75,VCF - VinaCafé Biên Hòa
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2024,Healthy,0.75,VCF - VinaCafé Biên Hòa
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,At_Risk,0.25,VCG - VINACONEX
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,VCG - VINACONEX
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,VCG - VINACONEX
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,VCG - VINACONEX
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,At_Risk,0.25,VCG - VINACONEX
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,At_Risk,0.25,VDP - Dược phẩm VIDIPHA
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,Stable,0.5,VDP - Dược phẩm VIDIPHA
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,Stable,0.5,VDP - Dược phẩm VIDIPHA
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,At_Risk,0.25,VDP - Dược phẩm VIDIPHA
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,Stable,0.5,VDP - Dược phẩm VIDIPHA
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,Stable,0.5,VFG - Khử trùng Việt Nam
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,At_Risk,0.25,VFG - Khử trùng Việt Nam
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,At_Risk,0.25,VFG - Khử trùng Việt Nam
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,At_Risk,0.25,VFG - Khử trùng Việt Nam
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,Healthy,0.75,VFG - Khử trùng Việt Nam
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,High_Risk,0.0,VGC - Tổng Công ty Viglacera
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,High_Risk,0.0,VGC - Tổng Công ty Viglacera
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,At_Risk,0.25,VGC - Tổng Công ty Viglacera
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,High_Risk,0.0,VGC - Tổng Công ty Viglacera
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,At_Risk,0.25,VGC - Tổng Công ty Viglacera
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,Healthy,0.75,VHC - Thủy sản Vĩnh Hoàn
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,Stable,0.5,VHC - Thủy sản Vĩnh Hoàn
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,Healthy,0.75,VHC - Thủy sản Vĩnh Hoàn
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,Stable,0.5,VHC - Thủy sản Vĩnh Hoàn
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,Healthy,0.75,VHC - Thủy sản Vĩnh Hoàn
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2020,At_Risk,0.25,VID - Viễn Đông
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2021,High_Risk,0.0,VID - Viễn Đông
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2022,At_Risk,0.25,VID - Viễn Đông
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2023,At_Risk,0.25,VID - Viễn Đông
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2024,At_Risk,0.25,VID - Viễn Đông
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,Stable,0.5,VIP - Vận tải Xăng dầu VIPCO
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,Stable,0.5,VIP - Vận tải Xăng dầu VIPCO
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,Healthy,0.75,VIP - Vận tải Xăng dầu VIPCO
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,Stable,0.5,VIP - Vận tải Xăng dầu VIPCO
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,Stable,0.5,VIP - Vận tải Xăng dầu VIPCO
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2020,High_Risk,0.0,VJC - Vietjet Air
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2021,At_Risk,0.25,VJC - Vietjet Air
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2022,High_Risk,0.0,VJC - Vietjet Air
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2023,High_Risk,0.0,VJC - Vietjet Air
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2024,At_Risk,0.25,VJC - Vietjet Air
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,Stable,0.5,VMD - Y Dược phẩm Vimedimex
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,At_Risk,0.25,VMD - Y Dược phẩm Vimedimex
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,At_Risk,0.25,VMD - Y Dược phẩm Vimedimex
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,At_Risk,0.25,VMD - Y Dược phẩm Vimedimex
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,At_Risk,0.25,VMD - Y Dược phẩm Vimedimex
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,At_Risk,0.25,VNE - Xây dựng điện Việt Nam
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,VNE - Xây dựng điện Việt Nam
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,VNE - Xây dựng điện Việt Nam
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,VNE - Xây dựng điện Việt Nam
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,VNE - Xây dựng điện Việt Nam
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2020,At_Risk,0.25,VNG - DL Thành Thành Công
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2021,At_Risk,0.25,VNG - DL Thành Thành Công
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2022,High_Risk,0.0,VNG - DL Thành Thành Công
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2023,High_Risk,0.0,VNG - DL Thành Thành Công
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2024,At_Risk,0.25,VNG - DL Thành Thành Công
VNL,Logistics Vinalink,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,Stable,0.5,VNL - Logistics Vinalink
VNL,Logistics Vinalink,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,Healthy,0.75,VNL - Logistics Vinalink
VNL,Logistics Vinalink,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,Healthy,1.0,VNL - Logistics Vinalink
VNL,Vinalink Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,Healthy,0.75,VNL - Vinalink Logistics
VNL,Vinalink Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,Healthy,1.0,VNL - Vinalink Logistics
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,Healthy,0.75,VNM - VINAMILK
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,Healthy,0.75,VNM - VINAMILK
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,Healthy,0.75,VNM - VINAMILK
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,Healthy,0.75,VNM - VINAMILK
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,Healthy,0.75,VNM - VINAMILK
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2020,At_Risk,0.25,VNS - Ánh Dương Việt Nam
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2021,At_Risk,0.25,VNS - Ánh Dương Việt Nam
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2022,Stable,0.5,VNS - Ánh Dương Việt Nam
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2023,Stable,0.5,VNS - Ánh Dương Việt Nam
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2024,High_Risk,0.0,VNS - Ánh Dương Việt Nam
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,High_Risk,0.0,VOS - Vận tải Biển Việt Nam
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,At_Risk,0.25,VOS - Vận tải Biển Việt Nam
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,Healthy,0.75,VOS - Vận tải Biển Việt Nam
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,Stable,0.5,VOS - Vận tải Biển Việt Nam
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,Healthy,1.0,VOS - Vận tải Biển Việt Nam
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,At_Risk,0.25,VPD - Phát triển Điện lực Việt Nam
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,At_Risk,0.25,VPD - Phát triển Điện lực Việt Nam
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,Stable,0.5,VPD - Phát triển Điện lực Việt Nam
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,Stable,0.5,VPD - Phát triển Điện lực Việt Nam
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Stable,0.5,VPD - Phát triển Điện lực Việt Nam
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2020,Stable,0.5,VPG - Đầu tư TMại XNK Việt Phát
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2021,Stable,0.5,VPG - Đầu tư TMại XNK Việt Phát
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2022,Healthy,0.75,VPG - Đầu tư TMại XNK Việt Phát
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2023,At_Risk,0.25,VPG - Đầu tư TMại XNK Việt Phát
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2024,At_Risk,0.25,VPG - Đầu tư TMại XNK Việt Phát
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,At_Risk,0.25,VPS - Thuốc sát trùng Việt Nam
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,High_Risk,0.0,VPS - Thuốc sát trùng Việt Nam
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,At_Risk,0.25,VPS - Thuốc sát trùng Việt Nam
