Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Financial_State_Rule,Pass_Ratio,Company_Label
TCD,ĐT Phát triển CN và Vận tải,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,TCD - ĐT Phát triển CN và Vận tải
TCD,ĐT Phát triển CN và Vận tải,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,TCD - ĐT Phát triển CN và Vận tải
TCD,ĐT Phát triển CN và Vận tải,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,TCD - ĐT Phát triển CN và Vận tải
TCD,Tập đoàn Xây dựng Tracodi,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,TCD - Tập đoàn Xây dựng Tracodi
TCD,Tập đoàn Xây dựng Tracodi,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,TCD - Tập đoàn Xây dựng Tracodi
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,Healthy,0.75,TCL - Tan Cang Logistics
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,Healthy,0.75,TCL - Tan Cang Logistics
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,Healthy,0.75,TCL - Tan Cang Logistics
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,Stable,0.5,TCL - Tan Cang Logistics
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,Healthy,0.75,TCL - Tan Cang Logistics
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,Stable,0.5,TCM - Dệt may Thành Công
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,High_Risk,0.0,TCM - Dệt may Thành Công
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,Healthy,0.75,TCM - Dệt may Thành Công
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,Stable,0.5,TCM - Dệt may Thành Công
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,At_Risk,0.25,TCM - Dệt may Thành Công
TCO,Vận tải Duyên Hải,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,Healthy,0.75,TCO - Vận tải Duyên Hải
TCO,Vận tải Duyên Hải,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,Healthy,0.75,TCO - Vận tải Duyên Hải
TCO,Vận tải Duyên Hải,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,Healthy,1.0,TCO - Vận tải Duyên Hải
TCO,TCO Holdings,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,High_Risk,0.0,TCO - TCO Holdings
TCO,TCO Holdings,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,At_Risk,0.25,TCO - TCO Holdings
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,Stable,0.5,TCR - Gốm sứ TAICERA
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,Stable,0.5,TCR - Gốm sứ TAICERA
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,Stable,0.5,TCR - Gốm sứ TAICERA
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,Stable,0.5,TCR - Gốm sứ TAICERA
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,At_Risk,0.25,TCR - Gốm sứ TAICERA
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2020,Stable,0.5,TCT - Cáp treo Tây Ninh
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2021,Stable,0.5,TCT - Cáp treo Tây Ninh
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2022,Healthy,0.75,TCT - Cáp treo Tây Ninh
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2023,Stable,0.5,TCT - Cáp treo Tây Ninh
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2024,Healthy,0.75,TCT - Cáp treo Tây Ninh
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,Stable,0.5,TDG - Đầu tư TDG Global
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,At_Risk,0.25,TDG - Đầu tư TDG Global
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,Stable,0.5,TDG - Đầu tư TDG Global
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,At_Risk,0.25,TDG - Đầu tư TDG Global
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,Stable,0.5,TDG - Đầu tư TDG Global
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2020,Stable,0.5,TDM - Nước Thủ Dầu Một
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2021,Stable,0.5,TDM - Nước Thủ Dầu Một
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2022,At_Risk,0.25,TDM - Nước Thủ Dầu Một
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2023,Stable,0.5,TDM - Nước Thủ Dầu Một
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,Stable,0.5,TDM - Nước Thủ Dầu Một
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2020,High_Risk,0.0,TDP - Công ty Thuận Đức
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2021,At_Risk,0.25,TDP - Công ty Thuận Đức
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2022,At_Risk,0.25,TDP - Công ty Thuận Đức
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2023,At_Risk,0.25,TDP - Công ty Thuận Đức
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2024,Stable,0.5,TDP - Công ty Thuận Đức
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2020,At_Risk,0.25,TDW - Cấp nước Thủ Đức
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2021,Healthy,0.75,TDW - Cấp nước Thủ Đức
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2022,Healthy,0.75,TDW - Cấp nước Thủ Đức
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2023,Healthy,0.75,TDW - Cấp nước Thủ Đức
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,Stable,0.5,TDW - Cấp nước Thủ Đức
TGG,The Golden Group,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,Stable,0.5,TGG - The Golden Group
TGG,The Golden Group,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,Healthy,0.75,TGG - The Golden Group
TGG,The Golden Group,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,Stable,0.5,TGG - The Golden Group
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,Stable,0.5,THG - XD Tiền Giang
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,Stable,0.5,THG - XD Tiền Giang
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,Stable,0.5,THG - XD Tiền Giang
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,Stable,0.5,THG - XD Tiền Giang
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,Stable,0.5,THG - XD Tiền Giang
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2020,Healthy,0.75,TLG - Tập đoàn Thiên Long
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2021,Healthy,0.75,TLG - Tập đoàn Thiên Long
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2022,Healthy,1.0,TLG - Tập đoàn Thiên Long
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2023,Healthy,1.0,TLG - Tập đoàn Thiên Long
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2024,Healthy,0.75,TLG - Tập đoàn Thiên Long
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,Stable,0.5,TLH - Thép Tiến Lên
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,At_Risk,0.25,TLH - Thép Tiến Lên
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,At_Risk,0.25,TLH - Thép Tiến Lên
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,High_Risk,0.0,TLH - Thép Tiến Lên
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,At_Risk,0.25,TLH - Thép Tiến Lên
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,Healthy,0.75,TMP - Thủy điện Thác Mơ
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,Healthy,0.75,TMP - Thủy điện Thác Mơ
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,Healthy,0.75,TMP - Thủy điện Thác Mơ
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,Healthy,0.75,TMP - Thủy điện Thác Mơ
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Healthy,0.75,TMP - Thủy điện Thác Mơ
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,Healthy,0.75,TMS - Transimex
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,Healthy,0.75,TMS - Transimex
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,Stable,0.5,TMS - Transimex
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,High_Risk,0.0,TMS - Transimex
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,At_Risk,0.25,TMS - Transimex
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,High_Risk,0.0,TMT - Ô tô TMT
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,High_Risk,0.0,TMT - Ô tô TMT
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,At_Risk,0.25,TMT - Ô tô TMT
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,At_Risk,0.25,TMT - Ô tô TMT
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,Stable,0.5,TMT - Ô tô TMT
TNA,XNK Thiên Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,At_Risk,0.25,TNA - XNK Thiên Nam
TNA,XNK Thiên Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,Stable,0.5,TNA - XNK Thiên Nam
TNA,XNK Thiên Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,Stable,0.5,TNA - XNK Thiên Nam
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,Healthy,0.75,TNC - Cao su Thống Nhất
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,Stable,0.5,TNC - Cao su Thống Nhất
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,Stable,0.5,TNC - Cao su Thống Nhất
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,Stable,0.5,TNC - Cao su Thống Nhất
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,Healthy,0.75,TNC - Cao su Thống Nhất
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2020,Stable,0.5,TNH - Bệnh viện Quốc tế Thái Nguyên
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2021,Stable,0.5,TNH - Bệnh viện Quốc tế Thái Nguyên
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2022,Stable,0.5,TNH - Bệnh viện Quốc tế Thái Nguyên
TNH,Tập đoàn Bệnh viện TNH,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2023,At_Risk,0.25,TNH - Tập đoàn Bệnh viện TNH
TNH,Tập đoàn Bệnh viện TNH,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2024,At_Risk,0.25,TNH - Tập đoàn Bệnh viện TNH
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,Stable,0.5,TNI - Tập đoàn Thành Nam
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,At_Risk,0.25,TNI - Tập đoàn Thành Nam
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,At_Risk,0.25,TNI - Tập đoàn Thành Nam
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,High_Risk,0.0,TNI - Tập đoàn Thành Nam
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,At_Risk,0.25,TNI - Tập đoàn Thành Nam
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2020,Stable,0.5,TNT - Tập đoàn TNT
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2021,At_Risk,0.25,TNT - Tập đoàn TNT
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2022,Healthy,0.75,TNT - Tập đoàn TNT
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2023,Stable,0.5,TNT - Tập đoàn TNT
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2024,Healthy,0.75,TNT - Tập đoàn TNT
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,At_Risk,0.25,TPC - Nhựa Tân Đại Hưng
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,At_Risk,0.25,TPC - Nhựa Tân Đại Hưng
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,TPC - Nhựa Tân Đại Hưng
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,High_Risk,0.0,TPC - Nhựa Tân Đại Hưng
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,At_Risk,0.25,TPC - Nhựa Tân Đại Hưng
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,Healthy,0.75,TRA - Traphaco
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,Healthy,0.75,TRA - Traphaco
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,Healthy,0.75,TRA - Traphaco
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,Stable,0.5,TRA - Traphaco
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,Healthy,0.75,TRA - Traphaco
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,Stable,0.5,TRC - Cao su Tây Ninh
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,High_Risk,0.0,TRC - Cao su Tây Ninh
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,TRC - Cao su Tây Ninh
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,At_Risk,0.25,TRC - Cao su Tây Ninh
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,Stable,0.5,TRC - Cao su Tây Ninh
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,Stable,0.5,TSC - Kỹ thuật NN Cần Thơ
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,At_Risk,0.25,TSC - Kỹ thuật NN Cần Thơ
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,At_Risk,0.25,TSC - Kỹ thuật NN Cần Thơ
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,At_Risk,0.25,TSC - Kỹ thuật NN Cần Thơ
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,Stable,0.5,TSC - Kỹ thuật NN Cần Thơ
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,High_Risk,0.0,TTA - XD và PT Trường Thành
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,High_Risk,0.0,TTA - XD và PT Trường Thành
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,High_Risk,0.0,TTA - XD và PT Trường Thành
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,At_Risk,0.25,TTA - XD và PT Trường Thành
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Stable,0.5,TTA - XD và PT Trường Thành
TTB,Tập đoàn Tiến Bộ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,High_Risk,0.0,TTB - Tập đoàn Tiến Bộ
TTB,Tập đoàn Tiến Bộ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,At_Risk,0.25,TTB - Tập đoàn Tiến Bộ
TTB,Tập đoàn Tiến Bộ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,At_Risk,0.25,TTB - Tập đoàn Tiến Bộ
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,High_Risk,0.0,TTE - ĐT Năng lượng Trường Thịnh
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,High_Risk,0.0,TTE - ĐT Năng lượng Trường Thịnh
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,At_Risk,0.25,TTE - ĐT Năng lượng Trường Thịnh
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,High_Risk,0.0,TTE - ĐT Năng lượng Trường Thịnh
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,At_Risk,0.25,TTE - ĐT Năng lượng Trường Thịnh
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2020,At_Risk,0.25,TTF - Gỗ Trường Thành
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2021,High_Risk,0.0,TTF - Gỗ Trường Thành
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2022,High_Risk,0.0,TTF - Gỗ Trường Thành
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2023,High_Risk,0.0,TTF - Gỗ Trường Thành
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2024,High_Risk,0.0,TTF - Gỗ Trường Thành
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2020,Stable,0.5,TV2 - Tư vấn XD Điện 2
