Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Selected_Size_Indicator,Size_Label
BWE,Nước - Môi trường Bình Dương,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,ln_Total_Assets,Large
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Medium
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Small
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Small
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Small
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Small
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Medium
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Medium
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Medium
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Medium
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Medium
CAV,Dây cáp điện Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2020,ln_Revenue,Large
CAV,Dây cáp điện Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2021,ln_Revenue,Large
CAV,Dây cáp điện Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2022,ln_Revenue,Large
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,ln_Total_Assets,Small
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,ln_Total_Assets,Small
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,ln_Total_Assets,Small
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,ln_Total_Assets,Small
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,ln_Total_Assets,Small
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Medium
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Medium
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Medium
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Medium
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Large
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Large
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Large
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Medium
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Medium
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Small
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Small
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Small
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Small
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Large
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Large
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2020,ln_Total_Assets,Small
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2021,ln_Total_Assets,Small
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2022,ln_Total_Assets,Small
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2023,ln_Total_Assets,Small
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2024,ln_Total_Assets,Medium
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,ln_Revenue,Small
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,ln_Revenue,Small
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,ln_Revenue,Small
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,ln_Revenue,Small
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,ln_Revenue,Small
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2020,ln_Total_Assets,Small
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2021,ln_Total_Assets,Small
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2022,ln_Total_Assets,Small
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2023,ln_Total_Assets,Small
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,ln_Total_Assets,Small
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2020,ln_Total_Assets,Large
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2021,ln_Total_Assets,Large
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2022,ln_Total_Assets,Large
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2023,ln_Total_Assets,Large
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2024,ln_Total_Assets,Large
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2020,ln_Total_Assets,Small
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2021,ln_Total_Assets,Small
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2022,ln_Total_Assets,Small
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2023,ln_Total_Assets,Small
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2024,ln_Total_Assets,Small
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,ln_Total_Assets,Medium
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,ln_Total_Assets,Medium
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,ln_Total_Assets,Medium
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,ln_Total_Assets,Medium
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,ln_Total_Assets,Medium
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,ln_Total_Assets,Small
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,ln_Total_Assets,Small
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,ln_Total_Assets,Small
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,ln_Total_Assets,Small
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,ln_Total_Assets,Medium
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2020,ln_Total_Assets,Small
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2021,ln_Total_Assets,Medium
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2022,ln_Total_Assets,Small
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2023,ln_Total_Assets,Small
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2024,ln_Total_Assets,Small
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Medium
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Small
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Small
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Small
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Small
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2020,ln_Total_Assets,Large
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2021,ln_Total_Assets,Large
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2022,ln_Total_Assets,Large
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2023,ln_Total_Assets,Large
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2024,ln_Total_Assets,Medium
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,ln_Total_Assets,Medium
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,ln_Total_Assets,Medium
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,ln_Total_Assets,Medium
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,ln_Total_Assets,Medium
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,ln_Total_Assets,Medium
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Large
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Large
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,ln_Total_Assets,Medium
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,ln_Total_Assets,Medium
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,ln_Total_Assets,Medium
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,ln_Total_Assets,Large
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,ln_Total_Assets,Medium
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Medium
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Medium
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Medium
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Medium
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Medium
CTR,Công trình Viettel,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
CTR,Công trình Viettel,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
CTR,Công trình Viettel,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
CTR,Công trình Viettel,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Large
CTR,Công trình Viettel,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Large
CVT,CMC JSC,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Medium
CVT,CMC JSC,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Medium
CVT,CMC JSC,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Large
CVT,CMC JSC,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Large
CVT,CMC JSC,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Medium
DAG,TĐ Nhựa Đông Á,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Medium
DAG,TĐ Nhựa Đông Á,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Medium
DAG,TĐ Nhựa Đông Á,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Medium
DAH,Tập đoàn Khách sạn Đông Á,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2020,ln_Total_Assets,Medium
DAH,Tập đoàn Khách sạn Đông Á,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2021,ln_Total_Assets,Medium
DAH,Tập đoàn Khách sạn Đông Á,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2022,ln_Total_Assets,Medium
DAH,Tập đoàn Khách sạn Đông Á,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2023,ln_Total_Assets,Medium
DAH,Tập đoàn Khách sạn Đông Á,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2024,ln_Total_Assets,Medium
DAT,ĐT Du lịch và PT Thủy sản,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,ln_Total_Assets,Medium
DAT,ĐT Du lịch và PT Thủy sản,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,ln_Total_Assets,Medium
DAT,ĐT Du lịch và PT Thủy sản,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,ln_Total_Assets,Medium
DAT,ĐT Du lịch và PT Thủy sản,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,ln_Total_Assets,Medium
DAT,ĐT Du lịch và PT Thủy sản,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,ln_Total_Assets,Medium
DBC,Tập đoàn DABACO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,ln_Total_Assets,Large
DBC,Tập đoàn DABACO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,ln_Total_Assets,Large
DBC,Tập đoàn DABACO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,ln_Total_Assets,Large
DBC,Tập đoàn DABACO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,ln_Total_Assets,Large
DBC,Tập đoàn DABACO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,ln_Total_Assets,Large
DBD,Dược - TB Y tế Bình Định,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,ln_Total_Assets,Medium
DBD,Dược - TB Y tế Bình Định,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,ln_Total_Assets,Medium
DBD,Dược - TB Y tế Bình Định,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,ln_Total_Assets,Large
DBD,Dược - TB Y tế Bình Định,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,ln_Total_Assets,Medium
DBD,Dược - TB Y tế Bình Định,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,ln_Total_Assets,Medium
